,auc,auc_train,data,beam_width,num_cut_numeric,time
0,0.9970717854067895,0.9999465606347784,anuran,5,100,113.50820708274841
1,0.9981535575375492,0.9998423864979559,anuran,5,100,113.86977672576904
2,0.9976603367214586,0.9998620391953783,anuran,5,100,96.0943250656128
3,0.9951808929546228,0.9999610774337055,anuran,5,100,108.8685417175293
4,0.9999762019410317,0.9999937658128689,anuran,5,100,91.11763429641724
5,1.0,0.9999201610120644,anuran,5,100,69.02359414100647
6,0.9998179288237805,0.9998414322540227,anuran,5,100,93.66795778274536
7,0.9936376231373069,0.9999664684060671,anuran,5,100,76.37691736221313
8,0.9999711117068671,0.9999608532582542,anuran,5,100,106.05431151390076
9,1.0,0.9998562985890203,anuran,5,100,83.22843909263611
10,0.7618518518518518,0.7895804518211158,diabetes,5,100,15.550792694091797
11,0.6933333333333332,0.8835177501152605,diabetes,5,100,13.414148092269897
12,0.7399999999999999,0.8094283079760259,diabetes,5,100,12.785786628723145
13,0.8318518518518518,0.777759336099585,diabetes,5,100,14.71308445930481
14,0.7359259259259259,0.8346426924850161,diabetes,5,100,8.669491529464722
15,0.7996296296296297,0.8315398801290917,diabetes,5,100,13.035897254943848
16,0.7566666666666666,0.7617196864914707,diabetes,5,100,16.649187088012695
17,0.6522222222222223,0.8133148916551407,diabetes,5,100,10.337524890899658
18,0.6115384615384616,0.8204591368227732,diabetes,5,100,10.645041465759277
19,0.7869230769230768,0.8428787878787878,diabetes,5,100,11.160748958587646
20,0.8607206241519673,0.9368546372835711,waveform,5,100,420.0049443244934
21,0.8487345997286295,0.9205497475102614,waveform,5,100,459.3981018066406
22,0.8627308005427408,0.9268154878394814,waveform,5,100,436.16946148872375
23,0.8558661666925889,0.9013856740138504,waveform,5,100,308.80314326286316
24,0.8744123046115561,0.9369506680282965,waveform,5,100,399.52413392066956
25,0.8607668805246649,0.9272313272234225,waveform,5,100,378.8561408519745
26,0.8566206193555983,0.9283141004582871,waveform,5,100,327.87795519828796
27,0.8503155491245044,0.9360606169894309,waveform,5,100,365.3996171951294
28,0.8790497836810482,0.9143067270680136,waveform,5,100,327.37710428237915
29,0.8594948028639479,0.9180697257559071,waveform,5,100,322.23050570487976
30,1.0,0.9996051214550675,backnote,5,100,6.688838243484497
31,0.999893549073877,0.9997606796697379,backnote,5,100,5.684186697006226
32,1.0,0.9983510968790326,backnote,5,100,7.94677209854126
33,0.9918032786885246,0.9995419713552869,backnote,5,100,7.894444465637207
34,1.0,0.9985648435798987,backnote,5,100,7.507197141647339
35,0.9909404659188956,1.0,backnote,5,100,5.941238164901733
36,0.9983822260569457,0.9989644569771702,backnote,5,100,4.8256995677948
37,0.9997842968075927,0.9994198303833634,backnote,5,100,4.031862735748291
38,1.0,0.9999734476147992,backnote,5,100,7.142620086669922
39,0.9997842968075927,0.9990799598527935,backnote,5,100,6.951635360717773
40,0.9997651755312904,0.999943549309315,chess,5,100,23.949430465698242
41,0.996321083323549,0.9998723196824418,chess,5,100,19.61066508293152
42,1.0,0.9997712899055505,chess,5,100,17.10560703277588
43,0.9925834605299205,0.9999798909556787,chess,5,100,20.062474489212036
44,0.9966733200266135,0.9999653542971332,chess,5,100,19.97134566307068
45,0.9998434503541935,0.9999164142133632,chess,5,100,20.1197509765625
46,0.9951741254333439,0.9998784650768672,chess,5,100,19.246302843093872
47,0.9994484714780965,0.999857644352984,chess,5,100,22.42501974105835
48,0.991924046643555,0.9999462534802082,chess,5,100,21.836565732955933
49,0.9998818804630285,0.9999779674033786,chess,5,100,18.753682613372803
50,0.6443511103903368,0.748007419601499,contracept,5,100,17.894150972366333
51,0.6183566465990423,0.7357708797557466,contracept,5,100,16.97485661506653
52,0.6301149275074307,0.6425418195552552,contracept,5,100,32.18184423446655
53,0.7063055171943465,0.6512450775702218,contracept,5,100,29.28590202331543
54,0.6682202956370518,0.7187106369091291,contracept,5,100,21.136682510375977
55,0.690658139822345,0.7176632813245699,contracept,5,100,27.242730140686035
56,0.6903533813274684,0.7366078103135305,contracept,5,100,16.753976821899414
57,0.6438364192794913,0.7163231916682714,contracept,5,100,21.965831995010376
58,0.6308045304588001,0.7531152569209797,contracept,5,100,24.171929121017456
59,0.631116185412218,0.6668931978241781,contracept,5,100,31.70963430404663
60,0.9233333333333335,0.9973662551440329,iris,5,100,0.2304830551147461
61,1.0,0.9987654320987653,iris,5,100,0.4099133014678955
62,1.0,0.9965432098765432,iris,5,100,0.4800994396209717
63,0.95,0.9981893004115227,iris,5,100,0.2591671943664551
64,1.0,0.9965432098765432,iris,5,100,0.5749337673187256
65,1.0,0.9965432098765432,iris,5,100,0.5610342025756836
66,0.9933333333333333,0.9851851851851852,iris,5,100,0.5107448101043701
67,0.95,0.9979423868312758,iris,5,100,0.23520421981811523
68,0.9433333333333335,0.9986831275720165,iris,5,100,0.2898743152618408
69,1.0,0.9965432098765432,iris,5,100,0.5617167949676514
70,0.8963210702341137,0.965697012179094,ionosphere,5,100,42.56567192077637
71,0.9528985507246377,0.9435469862775752,ionosphere,5,100,32.73370099067688
72,0.8641304347826086,0.9920965780788605,ionosphere,5,100,24.01560640335083
73,0.9909420289855073,0.9247655028660762,ionosphere,5,100,32.51533842086792
74,0.9003623188405798,0.9582681952405767,ionosphere,5,100,36.33148241043091
75,0.9125874125874125,0.9454858537861284,ionosphere,5,100,29.19440197944641
76,0.9947552447552447,0.958847377828153,ionosphere,5,100,41.21681761741638
77,0.916083916083916,0.9411482627839052,ionosphere,5,100,37.73857140541077
78,0.9090909090909091,0.9801211909847858,ionosphere,5,100,25.44519352912903
79,0.8531468531468532,0.9370940319979075,ionosphere,5,100,26.814363956451416
80,0.8767305340696243,0.9513218388395982,magic,5,100,3936.110584974289
81,0.8866278787643513,0.9481302189074802,magic,5,100,4319.845468044281
82,0.881289574081954,0.9490068772070711,magic,5,100,3495.92528963089
83,0.8721197220918998,0.9443306096151867,magic,5,100,3142.8489425182343
84,0.8734550726956868,0.9489794241232163,magic,5,100,3791.097863674164
85,0.878547347059016,0.9427211239250617,magic,5,100,3590.8571453094482
86,0.8915608023984181,0.9462951741505236,magic,5,100,3271.8341591358185
87,0.8743309608584068,0.938176912552243,magic,5,100,3210.896078109741
88,0.8625837549113382,0.9547291761510659,magic,5,100,4202.204794168472
89,0.887052857577554,0.9379793745909074,magic,5,100,3166.7258520126343
90,0.9903585393384292,0.9989559363870378,car,5,100,14.238680362701416
91,0.9995980480266717,0.9974543425492511,car,5,100,12.931179761886597
92,0.9976573535969433,0.9951280443802751,car,5,100,13.451017379760742
93,0.9902020003510811,0.9977889083541261,car,5,100,17.056332111358643
94,0.997846829241773,0.996525474424079,car,5,100,17.66892385482788
95,0.995496625105233,0.996389164419769,car,5,100,15.870169639587402
96,0.9904955725277476,0.9979100805050102,car,5,100,17.668564319610596
97,0.999336623208411,0.9985446830317094,car,5,100,17.151310205459595
98,0.985180534517536,0.9979046206252051,car,5,100,11.721534013748169
99,0.9991669353251571,0.996057352805187,car,5,100,12.538631439208984
100,1.0,1.0,tic-tac-toe,5,100,8.340059757232666
101,0.9759499759499759,0.9998396074540951,tic-tac-toe,5,100,12.65729022026062
102,0.9918229918229919,0.9995990186352376,tic-tac-toe,5,100,11.143868207931519
103,0.9980759980759981,0.9993851619073644,tic-tac-toe,5,100,12.726481437683105
104,0.9805194805194806,0.9875428456013828,tic-tac-toe,5,100,8.754409551620483
105,1.0,1.0,tic-tac-toe,5,100,8.563058137893677
106,0.9959677419354839,0.9973761245180637,tic-tac-toe,5,100,11.362287998199463
107,0.99573055028463,0.9956476986053596,tic-tac-toe,5,100,13.022023916244507
108,1.0,0.997746625868735,tic-tac-toe,5,100,10.568999528884888
109,0.999266862170088,0.9969282952631704,tic-tac-toe,5,100,12.114349126815796
110,0.9951599326599327,0.9983708357047287,wine,5,100,2.6700327396392822
111,0.8814102564102565,1.0,wine,5,100,2.116102933883667
112,1.0,0.992571915688154,wine,5,100,2.7499489784240723
113,0.9571516446516447,0.9969302363532432,wine,5,100,2.1119680404663086
114,0.9103535353535354,0.9888836156542056,wine,5,100,2.661794662475586
115,1.0,0.9983708357047287,wine,5,100,2.7905542850494385
116,0.9696969696969696,0.9990736346378505,wine,5,100,1.8938937187194824
117,0.9545454545454545,1.0,wine,5,100,1.9115371704101562
118,1.0,0.999180161439238,wine,5,100,2.0907669067382812
119,1.0,0.9913125128774981,wine,5,100,4.765676259994507
